address,type,x-text
0x58e6c6,string,"ReadFile"
0x58e6d2,string,"WriteFile"
0x58e6de,string,"SetFilePointer"
0x58e6f0,string,"MapViewOfFile"
0x58e700,string,"CreateFileMappingA"
0x58e716,string,"UnmapViewOfFile"
0x58e728,string,"GlobalAlloc"
0x58e736,string,"GlobalFree"
0x58e744,string,"GlobalReAlloc"
0x58e754,string,"FreeLibrary"
0x58e762,string,"GetSystemDirectoryA"
0x58e778,string,"GetModuleFileNameA"
0x58e78e,string,"GetLastError"
0x58e79e,string,"GetTimeZoneInformation"
0x58e7b8,string,"GetSystemTime"
0x58e7c8,string,"FileTimeToSystemTime"
0x58e7e0,string,"FileTimeToLocalFileTime"
0x58e7fa,string,"GetDriveTypeA"
0x58e80a,string,"CreateDirectoryA"
0x58e81e,string,"MoveFileA"
0x58e82a,string,"TerminateProcess"
0x58e83e,string,"GetCurrentProcess"
0x58e852,string,"GetStartupInfoA"
0x58e864,string,"GetCommandLineA"
0x58e876,string,"GetVersion"
0x58e884,string,"RaiseException"
0x58e896,string,"MultiByteToWideChar"
0x58e8ac,string,"WideCharToMultiByte"
0x58e8c2,string,"LCMapStringA"
0x58e8d2,string,"LCMapStringW"
0x58e8e2,string,"HeapDestroy"
0x58e8f0,string,"HeapCreate"
0x58e8fe,string,"VirtualFree"
0x58e90c,string,"VirtualAlloc"
0x58e91c,string,"SetHandleCount"
0x58e92e,string,"GetStdHandle"
0x58e93e,string,"GetFileType"
0x58e94c,string,"FlushFileBuffers"
0x58e960,string,"GetStringTypeA"
0x58e972,string,"GetStringTypeW"
0x58e984,string,"GetFullPathNameA"
0x58e998,string,"UnhandledExceptionFilter"
0x58e9b4,string,"FreeEnvironmentStringsA"
0x58e9ce,string,"FreeEnvironmentStringsW"
0x58e9e8,string,"GetEnvironmentStrings"
0x58ea00,string,"GetEnvironmentStringsW"
0x58ea1a,string,"GetCPInfo"
0x58ea26,string,"GetACP"
0x58ea30,string,"GetOEMCP"
0x58ea3c,string,"RtlUnwind"
0x58ea48,string,"SetConsoleCtrlHandler"
0x58ea60,string,"SetStdHandle"
0x58ea70,string,"CompareStringA"
0x58ea82,string,"CompareStringW"
0x58ea94,string,"SetEnvironmentVariableA"
0x58eaae,string,"SetEndOfFile"
0x58eabe,string,"HeapReAlloc"
0x58eacc,string,"mciSendCommandA"
0x58eade,string,"GetFileInformationByHandle"
0x58eafc,string,"PeekNamedPipe"
0x58f03c,string,"AFTER LoadPanGameDroneInfo()"
0x58f05c,string,"AFTER LoadOpponents(), BEFORE LoadPanGameDroneInfo()"
0x58f094,string,"BEFORE LoadOpponents()"
0x58f0ac,string,"AFTER LoadInDronePaths()"
0x58f0c8,string,"AFTER LoadInOppoPaths(), BEFORE LoadInDronePaths()"
0x58f0fc,string,"BEFORE LoadInOppoPaths()"
0x58f118,string,"AFTER LoadPerRaceDroneStuff()"
0x58f138,string,"AFTER LoadOpponentsCars(), BEFORE LoadPerRaceDroneStuff()"
0x58f174,string,"BEFORE LoadOpponentsCars()"
0x58f190,string,"AFTER InitDrones()"
0x58f1a4,string,"AFTER InitOpponents(), BEFORE InitDrones()"
0x58f1d0,string,"BEFORE InitOpponents()"
0x58f1ec,string,"Action replay getting turned off"
0x58f210,string,"Action replay getting turned on"
0x58f358,string,"-Z"
0x58f35c,string,"-Y"
0x58f360,string,"-X"
0x58f364,string,"+Z"
0x58f368,string,"+Y"
0x58f36c,string,"+X"
0x58f370,string,"GROUND"
0x58f378,string,"PLANE"
0x58f380,string,"FALSE"
0x58f388,string,"PHANTOM"
0x58f390,string,"QUICKHINGE"
0x58f39c,string,"BALLNSOCKET"
0x58f3a8,string,"UNIVERSAL"
0x58f3b4,string,"HINGE"
0x58f3bc,string,"NONE"
0x58f3c4,string,"SPHERE"
0x58f3cc,string,"POLYGON"
0x58f3d4,string,"LINE"
0x58f3dc,string,"POLYHEDRON"
0x58f3e8,string,"BOX"
0x58f3ec,string,"NEXT BONE"
0x58f3f8,string,"END OF BONES"
0x58f408,string,"START OF BONES"
0x58f418,string,"%d"
0x58f41c,string,"\t ,/"
0x58f424,string,"END OF MOVES"
0x58f434,string,"START OF MOVES"
0x58f444,string,"%s/%d"
0x58f44c,string,"%d.MAT"
0x58f454,string,"%d.DAT"
0x58f45c,string,"."
0x58f460,string,"NULL"
0x58f468,string,"MoveNum out of range in GetClearance()"
0x58f494,string,"%04d"
0x58f49c,string,"Attempt to extract columns from invalid track\n(It might have been produced by an ancient preproc.\nThis is no longer supported.\n"
0x58f51c,string,"%u%u%f%d"
0x58f528,string,"'"
0x58f52c,string,"The World has officially ended: Wrong format of track!!! '"
0x58f568,string,"%u%u"
0x58f570,string,"non car was scaled up %s"
0x58f58c,string,"non car was scaled down %s"
0x58f5a8,string,"Accessory %s has no model. Well how does it pose? Awful!"
0x58f640,string," "
0x58f708,string,"New controls"
0x58f718,string,"0.5 Accelerated"
0x58f728,string,"0.75 Accelerated"
0x58f73c,string,"Accelerated steering"
0x58f754,string,"Original Controls"
0x58f768,string,"Ghost Cars"
0x58f774,string,"Car Car Collisions"
0x58f788,string,"DownForceSpeed %f"
0x58f79c,string,"Thawed Mechanics"
0x58f7b0,string,"Mechanics Frozen"
0x58f7c4,string,"Back in gear"
0x58f7d4,string,"Opponents in neutral"
0x58f864,string,"poly"
0x58f86c,string,"box"
0x58f870,string,"detach"
0x58f878,string,"flap"
0x58f880,string,"boring"
0x58f888,string,"joint_index"
0x58f894,string,"fully_detach"
0x58f8a4,string,"stubborn"
0x58f8b0,string,"very_difficult"
0x58f8c0,string,"difficult"
0x58f8cc,string,"easy"
0x58f8d4,string,"very_easy"
0x58f8e0,string,"uncrushable"
0x58f8ec,string,"very_hard"
0x58f8f8,string,"hard"
0x58f900,string,"normal"
0x58f908,string,"soft"
0x58f910,string,"very_soft"
0x58f91c,string,"Can't find end of CRUSH SETTINGS in .TXT file"
0x58f94c,string,"END OF CRUSH SETTINGS"
0x58f964,string,"Wrong version of CRUSH SETTINGS"
0x58f984,string,"Can't find start of CRUSH SETTINGS in .TXT file"
0x58f9b4,string,"START OF CRUSH SETTINGS"
0x58f9cc,string,"Sx?!"
0x58f9d4,string,"VERSION %d"
0x58f9e0,string,"rt"
0x58f9e4,string,"dor"
0x58f9e8,string,"door"
0x58f9f0,string,"Too many sample points in crush data"
0x58fa18,string,"Less than 4 chars in car actor identifier"
0x58fa44,string,"Wheels outside all shapes"
0x58fa60,string,"I can't cope flapping bit doesn't have a valid parent"
0x58fa98,string,"SimpleCrushModel can't cope with that many vertices"
0x58facc,string,"By the death spanners of Mars, there's a lot of vertices on that model."
0x58fb14,string,"Oooh no. I can't split that sort of shape, Mrs Jabberwok."
0x58fb50,string,"Oh my goodness, there's a lot of vertices on that model."
0x58fb8c,string,"Well stone the crows, there's a lot of vertices on that model."
0x58fbcc,string,"NaN"
0x58fbd0,string,"Alas, there's a lot of vertices on that model."
0x58fc00,string,"TotallyRepairACar() - Point 12"
0x58fc20,string,"TotallyRepairACar() - Point 11"
0x58fc40,string,"TotallyRepairACar() - Point 10"
0x58fc60,string,"TotallyRepairACar() - Point 9"
0x58fc80,string,"TotallyRepairACar() - Point 8"
0x58fca0,string,"TotallyRepairACar() - Point 7"
0x58fcc0,string,"Holy polygons Batman! There's a lot of vertices on that model."
0x58fd00,string,"My Lord! There's a lot of vertices on that model."
0x58fd34,string,"Dog gone it, there's a lot of vertices on that model."
0x58fd6c,string,"%s %d"
0x58fd74,string,"REPAIR COST"
0x58fd80,string,"in detached bit non_car object data"
0x58fda4,string,"in split half non_car object data"
0x58fde4,string,"mse_line"
0x58fdf0,string,"mse_cros"
0x58fdfc,string,"mse_corn"
0x58fe0c,string,"No Smack material"
0x58fe20,string,"Smack file '%s' failed to open"
0x58fe40,string,"Frames %d, time %d, pal changes %d, pal changes per sec %f, av fps %f"
0x58fe88,string,"sbuf"
0x58fe90,string,"Devious Smack Material"
0x58fea8,string,"No Smack model"
0x58feb8,string,"Smack Model"
0x58fec4,string,"Smack file opened OK"
0x58fedc,string,"Can't get CD directory name"
0x58fef8,string,"Got CD path: '%s'"
0x58ff0c,string,"DATA"
0x58ff14,string,"Unable to open smack file - attempt to load smack from CD..."
0x58ff54,string,"Trying to open smack file '%s'"
0x58ff74,string,"CUTSCENE"
0x58ff80,string,"Unexpected backscreen format for Smacker player"
0x58ffb0,string,"MIX_INTR.SMK"
0x58ffc0,string,"INTERPLAYGO.SMK"
0x58ffd0,string,"TOPRANK.SMK"
0x58ffdc,string,"AFTER DEMO-ONLY SCREEN"
0x58fff4,string,"BEFORE DEMO-ONLY SCREEN"
0x59000c,string,"LOADSCRN.PIX"
0x590f68,string,"Crush Test"
0x590f74,string,"Damage"
0x590f7c,string,"Depth effects"
0x590f8c,string,"Prat-cam"
0x590f98,string,"Opponents"
0x590fa4,string,"Drones"
0x590fac,string,"Pedestrians"
0x590fb8,string,"Special Volumes"
0x590fc8,string,"Powerups"
0x590fd4,string,"Accessories"
0x590fe0,string,"Cheat"
0x590fe8,string,"Options"
0x590ff0,string,"Edit mode: %s"
0x591000,string,"Cheating Off"
0x591010,string,"%s %d %s"
0x59101c,string,"%s"
0x591020,string,"Instant_Handbrake"
0x591034,string,"Back down to Earth"
0x591048,string,"We have lift off!!"
0x59105c,string," NO WASTAGE"
0x591068,string," NO CRUSHAGE"
0x591078,string," NO DAMAGE"
0x591084,string,"FULLY VULNERABLE"
0x591098,string,"Timer thawed out"
0x5910ac,string,"NETMESSAGE: '%s'"
0x5910c0,string,"ABUSE.TXT"
0x5910cc,string,"STEEL GONAD O' DEATH"
0x5910e4,string,"COMPLEX MODELS"
0x5910f4,string,"SHELL MODEL"
0x591104,string,"rb"
0x591108,string,"DEMOFILE.TXT"
0x591218,string,"PEDSMEAR"
0x591224,string,"GIBSLICK"
0x591230,string,"HORIZON.MAT"
0x59123c,string,"BLUEGIT.TAB"
0x591248,string,"ACIDFOG.TAB"
0x591254,string,"FOG.TAB"
0x59125c,string,"DEPTHCUE.TAB"
0x59126c,string,"SHADETAB"
0x591278,string,"Depth start reduced to %d"
0x591294,string,"Depth start increased to %d"
0x5912b0,string,"Depth end reduced to %d"
0x5912c8,string,"Depth end increased to %d"
0x5912e4,string,"Camera angle increased to %d"
0x591304,string,"Camera angle decreased to %d"
0x591324,string,"Fog mode"
0x591330,string,"Darkness mode"
0x591340,string,"Depth effects disabled"
0x591358,string,"Colour Fog mode"
0x5913ac,string,".lwall"
0x5913b4,string,".pwall"
0x5913bc,string,".road"
0x5913c4,string,"%.*s"
0x5913cc,string,"%s%s"
0x591404,string,"Error - Too many Headup messages "
0x591428,string,"Couldn't open "
0x591438,string,"SCROLLERS.TXT"
0x591448,string,"grnblock1.tif"
0x591458,string,"litbloc1.tif"
0x591468,string,"greybloc1.tif"
0x591478,string,"iconoffense.tif"
0x591488,string,"iconpower.tif"
0x591498,string,"iconarmour.tif"
0x5914a8,string,"timerrhs.tif"
0x5914b8,string,"timerlhs.tif"
0x5914c8,string,"greytop5.tif"
0x5914d8,string,"hudcurve3.tif"
0x5914e8,string,"hudcurve2.tif"
0x5914f8,string,"hudcurve1.tif"
0x591508,string,"icontest.tif"
0x591518,string,"Armour_area"
0x591524,string,"powerbar.tif"
0x591534,string,"rev13.tif"
0x591540,string,"rev12.tif"
0x59154c,string,"rev11.tif"
0x591558,string,"rev10.tif"
0x591564,string,"rev9.tif"
0x591570,string,"rev8.tif"
0x59157c,string,"rev7.tif"
0x591588,string,"rev6.tif"
0x591594,string,"rev5.tif"
0x5915a0,string,"rev4.tif"
0x5915ac,string,"rev3.tif"
0x5915b8,string,"rev2.tif"
0x5915c4,string,"rev1.tif"
0x5915d0,string,"O"
0x5915d4,string,"P"
0x5915d8,string,"A"
0x5915dc,string,"%03i"
0x5915e4,string,"%s%s 1 %s"
0x5915f0,string,"%s%s %d %s"
0x5915fc,string,"%s1 %s"
0x591604,string,"%s%d %s"
0x59160c,string,"DisposeGameIfNecessary() - END"
0x59162c,string,"DisposeGameIfNecessary() - Point 5"
0x591650,string,"DisposeGameIfNecessary() - Point 4"
0x591674,string,"DisposeGameIfNecessary() - Point 3"
0x591698,string,"DisposeGameIfNecessary() - Point 2"
0x5916bc,string,"DisposeGameIfNecessary() - Point 1"
0x5916e0,string,"DisposeGameIfNecessary() - START"
0x5919e8,string,"Could not create textures pages "%"."
0x591a10,string,"Oh my God! Attempt made to write to packed file "%". This is stupid."
0x591a58,string,"Duplicate pixelmap "%""
0x591a70,string,"Duplicate material "%""
0x591a88,string,"Duplicate model "%""
0x591a9c,string,"Mysterious "%" in %"
0x591ab0,string,"Can't cope with version % for %"
0x591ad0,string,"File % must start with "%""
0x591aec,string,"Unable to open drone file % or file corrupted"
0x591b1c,string,"Unknown non-car command"
0x591b34,string,"Shape data is wrong"
0x591b48,string,"Problem with blooded material '%'"
0x591b6c,string,"Crush data file '%' is version @. Normal people are using version @."
0x591bb4,string,"Can't find ped sound file '%'"
0x591bd4,string,"Can't find giblet model '%'"
0x591bf0,string,"Can't find ped texture '%'"
0x591c0c,string,"PHIL Integrity Failure: %"
0x591c28,string,"Can't ped group index out of range for material '%'"
0x591c5c,string,"Can't ped move index out of range for material '%'"
0x591c90,string,"Can't find ped spawn material '%'"
0x591cb4,string,"Cyclic move definition (%) for %"
0x591cd8,string,"Bad move (%) attempted for %"
0x591cf8,string,"Core move (%) missing for %"
0x591d14,string,"Can't open ped file '%'"
0x591d2c,string,"BONER ERROR: "
0x591d3c,string,"BONER ERROR: Illegal move ID (%)"
0x591d60,string,"BONER ERROR: Syntax error in form file (expected '%')"
0x591d98,string,"BONER ERROR: Too many remaps loaded"
0x591dbc,string,"BONER ERROR: Too many moves loaded"
0x591de0,string,"BONER ERROR: Too many personalities loaded"
0x591e0c,string,"BONER ERROR: Too many forms loaded"
0x591e30,string,"BONER ERROR: Unable to find bone '%'"
0x591e58,string,"BONER ERROR: Unable to find model '%'"
0x591e80,string,"BONER ERROR: Unable to link form '%' to personality"
0x591eb4,string,"BONER ERROR: Unable to allocate memory"
0x591edc,string,"BONER ERROR: Unable to open file '%'"
0x591f04,string,"Insufficient sound slots in storage area"
0x591f30,string,"Can't find model '%' referenced in sound generator list"
0x591f68,string,"Too many envuironmental sound alternatives"
0x591f94,string,"Problem with special volume number @"
0x591fbc,string,"Can't find smash actor/model '%'"
0x591fe0,string,"NAN discovered, probably getting shagged by Grandad"
0x592014,string,"Didn't reach SNOT in '%' crush data"
0x592038,string,"Trying to relink an actor from NULL to NULL in action replay"
0x592078,string,"Chunk is too large to pipe"
0x592094,string,"Number of crush_datas for car is greater than kMax_crush_datas"
0x5920d4,string,"Trying to remove non_car which isn't in either gActive_non_car_list or gActive_car_list"
0x59212c,string,"More than 3 crush limits in crush data file"
0x592158,string,"Can't find smash model '%'"
0x592174,string,"Can't find smash material '%'"
0x592194,string,"Can't load smash pix '%'"
0x5921b0,string,"Can't load crush data file '%'"
0x5921d0,string,"Can't find file '%'"
0x5921e4,string,"Random number out of range (%)"
0x592204,string,"File % is corrupted"
0x592218,string,"Net contents too big %"
0x592230,string,"Ran out of funk/groove slot bunches"
0x592254,string,"Memory has become corrupted"
0x592270,string,"Network message corrupted"
0x59228c,string,"Network code self-check failed"
0x5922ac,string,"Can't load  a generated shade table"
0x5922d0,string,"Too many planes in special volume (max is %)"
0x592300,string,"Can't open '%'"
0x592310,string,"Can't open key names file"
0x59232c,string,"Received new player list - and we're not in it!!!"
0x592360,string,"Can't open car resolution-dependant file"
0x59238c,string,"Can't open partshop file"
0x5923a8,string,"Can't open headups file"
0x5923c0,string,"Can't find the FLIC '%' referenced in the interface translation file"
0x592408,string,"Can't open DARE.TXT file"
0x592424,string,"Can't open TEXT.TXT file"
0x592440,string,"Something in the piping system went odd"
0x592468,string,"Piped pedestrian made no sense"
0x592488,string,"Piping buffer prematurely reached beginning"
0x5924b4,string,"Piping buffer prematurely reached end"
0x5924dc,string,"Sorry, but Carmageddon has run out of memory (%)"
0x592510,string,"Too many extra points for car index '%'"
0x592538,string,"Confused by format of conditional damage in car file"
0x592570,string,"Unknown damage type '%'"
0x592588,string,"Can't find sky pixelmap '%'"
0x5925a4,string,"Can't find sky material '%'"
0x5925c0,string,"Unrecognised opponent path type '%'"
0x5925e4,string,"Can't load depth-cue shade table"
0x592608,string,"Pedestrian instruction marker not found"
0x592630,string,"Too many bearings in pedestrian sequences"
0x59265c,string,"Too many choices in pedestrian instructions"
0x592688,string,"Too many frames in pedestrian sequence"
0x5926b0,string,"Can't load model file '%' (or it's empty)"
0x5926dc,string,"Can't load material file '%' (or it's empty)"
0x59270c,string,"Can't load shade table file '%' (or it's empty)"
0x59273c,string,"Can't load pixelmap file '%' (or it's empty)"
0x59276c,string,"Can't find pedestrian pixelmap '%'"
0x592790,string,"Can't find pedestrian material '%'"
0x5927b4,string,"Can't find pedestrian with ref num %"
0x5927dc,string,"Can't open pedestrian file"
0x5927f8,string,"MAMS heap is corrupt"
0x592810,string,"Used ref-num of controlled groovidelic/funkotronic is out of range"
0x592854,string,"Defined ref-num of controlled groovidelic/funkotronic is out of range"
0x59289c,string,"Can't load car actor"
0x5928b4,string,"Insufficient model slots in storage area"
0x5928e0,string,"Insufficient material slots in storage area"
0x59290c,string,"Insufficient shade table slots in storage area"
0x59293c,string,"Insufficient pixelmap slots in storage area"
0x592968,string,"Can't find animation frame pixelmap referenced in funkotronic file"
0x5929ac,string,"Can't find actor '%' referenced in groovidelic file"
0x5929e0,string,"Can't find main material '%' referenced in funkotronic file"
0x592a1c,string,"Error within groovidelic file"
0x592a3c,string,"Error within funkotronic file"
0x592a5c,string,"Can't load groovadelic file"
0x592a78,string,"Can't load funkotronic file"
0x592a94,string,"Can't load chrome font file"
0x592ab0,string,"Can't load part image file"
0x592acc,string,"Can't load grid image file"
0x592ae8,string,"Can't load opponent mug-shot file"
0x592b0c,string,"Opponents count mismatches actual number of opponents"
0x592b44,string,"Can't open opponents file"
0x592b60,string,"Can't load race info image"
0x592b7c,string,"Can't load race map image"
0x592b98,string,"Can't load race scene image"
0x592bb4,string,"Can't open races file"
0x592bcc,string,"Out of memory (insufficient block slots)"
0x592bf8,string,"Out of memory (insufficient heap space)"
0x592c20,string,"Trying to unlock an invalid pointer (%)"
0x592c48,string,"Trying to lock an invalid pointer (%)"
0x592c70,string,"Trying to free an already free block (%)"
0x592c9c,string,"Trying to free an invalid pointer (%)"
0x592cc4,string,"Trying to free a NULL pointer"
0x592ce4,string,"Can't load dials pix"
0x592cfc,string,"Flying wombat alert: flic palette disposed before it's been allocated"
0x592d44,string,"Can't load hands image"
0x592d5c,string,"Pratcam sequence % has too many sounds"
0x592d84,string,"Pratcam sequence % has too many alternatives"
0x592db4,string,"Pratcam sequence % has too many chunks"
0x592ddc,string,"Can't load tacho image"
0x592df4,string,"Can't load speedo image"
0x592e0c,string,"Too many sequences in prat cam text file"
0x592e38,string,"Premature sequences end in prat cam text file"
0x592e68,string,"Too many flic specs in prat cam text file"
0x592e94,string,"Can't allocate memory for prat cam flic file"
0x592ec4,string,"Can't open prat cam flic file '%'"
0x592ee8,string,"Premature flic specs end in prat cam text file"
0x592f18,string,"Can't open prat cam text file"
0x592f38,string,"Can't load damage image"
0x592f50,string,"Can't load cockpit image"
0x592f6c,string,"Can't load car resolution-independant file"
0x592f98,string,"Screen width/height doesn't match graf data"
0x592fc4,string,"Can't load cursor giblet"
0x592fe0,string,"Can't load cursor image"
0x592ff8,string,"Can't load font width table '%'"
0x593018,string,"Can't load font image '%'"
0x593034,string,"Save file was bigger than save structure"
0x593060,string,"Couldn't find a spare transient bitmap"
0x593088,string,"A problem occurred whilst trying to free up some FLICs '%'"
0x5930c4,string,"Couldn't ascertain a frame-rate for FLIC file '%'"
0x5930f8,string,"The FLIC file '%' was not 8-bits deep"
0x593120,string,"Couldn't allocate memory to play FLIC file '%'"
0x593150,string,"Couldn't load FLIC file '%'"
0x59316c,string,"Couldn't allocate and install stupid test bastard"
